Name,LLoydNumber,GrossRegisterTonnage,NetRegisterTonnage,Latest VOS,Latest ETA,Name_New,MMSI,GrossRegisterTonnage_New,NetRegisterTonnage_NEW,CallSign,Flag,Length,Beam,Draught,Deadweight,YearBuilt,OldNames,Active,YearBuilt
LAKE GENEVA,9713882,0,0,NULL,NULL,,,,,,,,,,,,,,
LAKE MAYA,8517059,0,0,NULL,NULL,,,,,,,,,,,,,,
LAKE SUPERIOR,8025991,0,0,NULL,NULL,,,,,,,,,,,,,,
LALINDE,9354040,11697,6377,VOS0000018277,11/4/2018 18:00,,,,,,,,,,,,,,
LANIA,9484522,0,0,NULL,NULL,,,,,,,,,,,,,,
LAPIS ARROW,9361809,0,0,NULL,NULL,,,,,,,,,,,,,,
LAPTEV SEA,9149263,0,0,NULL,NULL,,,,,,,,,,,,,,
LARVIK,9307346,0,0,NULL,NULL,,,,,,,,,,,,,,
LAST TYCOON,9498303,0,0,NULL,NULL,,,,,,,,,,,,,,
LAURA,9408712,0,0,NULL,NULL,,,,,,,,,,,,,,
LAURA II,7371769,0,0,NULL,NULL,,,,,,,,,,,,,,
LAUREL GALAXY,9296884,0,0,NULL,NULL,,,,,,,,,,,,,,
LAURETTA,9288540,0,0,NULL,NULL,,,,,,,,,,,,,,
LAVAUX,9542817,0,0,NULL,NULL,,,,,,,,,,,,,,
LAY VESSEL NORTH OCEAN 105,9433183,0,0,NULL,NULL,,,,,,,,,,,,,,
LAYLA,7420936,0,0,VOS0000034596,2/28/2020 10:00,,,,,,,,,,,,,,
LBR,9293973,0,0,NULL,NULL,,,,,,,,,,,,,,
LBRTOR,9018751,0,0,NULL,NULL,,,,,,,,,,,,,,
LBRTOR I,9364851,0,0,NULL,NULL,,,,,,,,,,,,,,
LE HE,9192698,0,0,NULL,NULL,,,,,,,,,,,,,,
LE LEVANT,9159830,0,0,NULL,NULL,,,,,,,,,,,,,,
LE PING LING,7921992,0,0,NULL,NULL,,,,,,,,,,,,,,
LEADER,9004413,0,0,NULL,NULL,,,,,,,,,,,,,,
LEADER M,8006866,0,0,NULL,NULL,,,,,,,,,,,,,,
LEANDER G,1002445,0,0,NULL,NULL,,,,,,,,,,,,,,
LEANDRA,9438558,0,0,NULL,NULL,,,,,,,,,,,,,,
LEISTEIN,9100188,0,0,NULL,NULL,,,,,,,,,,,,,,
LENNARD,9227857,0,0,NULL,NULL,,,,,,,,,,,,,,
LEO LEADER,9181558,57566,17270,NULL,NULL,,,,,,,,,,,,,,
LEO STAR I,9044011,0,0,NULL,NULL,,,,,,,,,,,,,,
LEON HERC,9460502,0,0,NULL,NULL,,,,,,,,,,,,,,
LEONOR,9571571,0,0,NULL,NULL,,,,,,,,,,,,,,
LEOPARD,9037276,0,0,NULL,NULL,,,,,,,,,,,,,,
LEOPARD MOON,9635755,0,0,NULL,NULL,,,,,,,,,,,,,,
LEOPARD SEA,9635779,0,0,NULL,NULL,,,,,,,,,,,,,,
LEOPARD STAR,9635767,0,0,NULL,NULL,,,,,,,,,,,,,,
LEROS,9382152,0,0,NULL,NULL,,,,,,,,,,,,,,
LESLIE PG,9153422,0,0,NULL,NULL,,,,,,,,,,,,,,
LETO,9311880,0,0,NULL,NULL,,,,,,,,,,,,,,
LEWEK TOUCAN,9374246,0,0,NULL,NULL,,,,,,,,,,,,,,
LEYDEN,9113848,0,0,NULL,NULL,,,,,,,,,,,,,,
LEYLA K,9430313,0,0,NULL,NULL,,,,,,,,,,,,,,
LIAN AN HU,9308974,0,0,NULL,NULL,,,,,,,,,,,,,,
LIAN SHUN HU ,9308986,0,0,NULL,NULL,,,,,,,,,,,,,,
LIAN XING HU,9344825,0,0,NULL,NULL,,,,,,,,,,,,,,
LIANHUAHAI,9209207,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBERTY,8320119,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBERTY EAGLE,9278753,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBERTY GRACE,9228148,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBERTY OF THE SEAS,9330032,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBERTY SPIRIT,8500549,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA ECU,9123532,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA GAS,8111843,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA LEADER,9174490,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA MEXICO,9193238,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA NITEROI,9241451,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA SALVADOR,9232400,0,0,NULL,NULL,,,,,,,,,,,,,,
LIBRA SANTA CATARINA,9302449,0,0,NULL,NULL,,,,,,,,,,,,,,
LIDIA,9571624,0,0,NULL,NULL,,,,,,,,,,,,,,
LIDYA,8610291,0,0,NULL,NULL,,,,,,,,,,,,,,
LIEKE,9591820,0,0,NULL,NULL,,,,,,,,,,,,,,
LIJNBAANSGRACHT,8611116,0,0,NULL,NULL,,,,,,,,,,,,,,
LIJUN C ,9522001,0,0,NULL,NULL,,,,,,,,,,,,,,
LILLO SWAN,9390329,0,0,NULL,NULL,,,,,,,,,,,,,,
LILLY RICKMERS,8222757,0,0,NULL,NULL,,,,,,,,,,,,,,
LIMARI II,9290816,0,0,NULL,NULL,,,,,,,,,,,,,,
LION I,8501048,0,0,NULL,NULL,,,,,,,,,,,,,,
LION II,9183635,0,0,NULL,NULL,,,,,,,,,,,,,,
LIONESS C,8115007,0,0,NULL,NULL,,,,,,,,,,,,,,
LIQUID CRYSTAL,8905177,0,0,NULL,NULL,,,,,,,,,,,,,,
LIQUID ERA,9036313,0,0,NULL,NULL,,,,,,,,,,,,,,
LIQUID FORTUNE,9200603,0,0,NULL,NULL,,,,,,,,,,,,,,
LISA J,9450818,0,0,NULL,NULL,,,,,,,,,,,,,,
LIVERPOOL EXPRESS,9232565,46009,25880,VOS0000024404,5/11/2019 21:00,,,,,,,,,,,,,,
LIVORNO EXPRESS,8905969,0,0,NULL,NULL,,,,,,,,,,,,,,
LIZARD POINT,9350082,0,0,NULL,NULL,,,,,,,,,,,,,,
LLOYD,9160499,0,0,NULL,NULL,,,,,,,,,,,,,,
LMZ AFRODITI,9306562,0,0,NULL,NULL,,,,,,,,,,,,,,
LMZ NAFSIKA,9319545,0,0,VOS0000036653,4/29/2020 4:00,,,,,,,,,,,,,,
LMZ NEFELI,9306574,0,0,VOS0000027968,7/3/2019 23:30,,,,,,,,,,,,,,
LMZ TROODOS,8029272,0,0,NULL,NULL,,,,,,,,,,,,,,
LOBIVIA,9228564,0,0,NULL,NULL,,,,,,,,,,,,,,
LODESTAR GRACE,9276286,0,0,NULL,NULL,,,,,,,,,,,,,,
LOEX,9238131,0,0,NULL,NULL,,,,,,,,,,,,,,
LOGAN,9035084,0,0,NULL,NULL,,,,,,,,,,,,,,
LOGOS HOPE,7302914,12519,4387,VOS0000001865,5/11/2017 5:30,,,,,,,,,,,,,,
LOLLAND,9480124,0,0,NULL,NULL,,,,,,,,,,,,,,
LOLLAND CEMENT,7815820,0,0,NULL,NULL,,,,,,,,,,,,,,
LONE STAR,200750,115,75,NULL,NULL,,,,,,,,,,,,,,
LONGAVI I,9294836,0,0,NULL,NULL,,,,,,,,,,,,,,
LONGOBARDA,9008811,0,0,NULL,NULL,,,,,,,,,,,,,,
LORD,9290244,0,0,NULL,NULL,,,,,,,,,,,,,,
LORD VISHNU,9367578,0,0,VOS0000033050,1/26/2020 6:00,,,,,,,,,,,,,,
LORD WELLINGTON,9317755,0,0,NULL,NULL,,,,,,,,,,,,,,
LOTUS,8705486,0,0,NULL,NULL,,,,,,,,,,,,,,
LOUIS CRISTAL,7827213,0,0,NULL,NULL,,,,,,,,,,,,,,
LOUISA BOLTEN,9406049,0,0,NULL,NULL,,,,,,,,,,,,,,
LOUISE KNUTSEN,9442249,0,0,NULL,NULL,,,,,,,,,,,,,,
LOUKAS I,9281578,0,0,NULL,NULL,,,,,,,,,,,,,,
LOVELAND ISLAND,9573957,0,0,NULL,NULL,,,,,,,,,,,,,,
LOWLANDS BOREAS,9609665,0,0,NULL,NULL,,,,,,,,,,,,,,
LOWLANDS OPAL,9317559,0,0,NULL,NULL,,,,,,,,,,,,,,
LOWLANDS PATRASCHE,9520675,0,0,NULL,NULL,,,,,,,,,,,,,,
LOWLANDS SAGUENAY,9609653,0,0,NULL,NULL,,,,,,,,,,,,,,
LOWLANDS SKY,9400875,0,0,NULL,NULL,,,,,,,,,,,,,,
LR LILY,8701521,0,0,NULL,NULL,,,,,,,,,,,,,,
LT GLAMOUR,8511770,0,0,NULL,NULL,,,,,,,,,,,,,,
LT GREET,8204523,0,0,NULL,NULL,,,,,,,,,,,,,,
LT GUARD,8208232,0,0,NULL,NULL,,,,,,,,,,,,,,
LT LLOYDIANA,8618437,0,0,NULL,NULL,,,,,,,,,,,,,,
LT TRIESTE,8818178,0,0,NULL,NULL,,,,,,,,,,,,,,
LTI INTEGRITY,8405921,0,0,NULL,NULL,,,,,,,,,,,,,,
LUBAVA,8410354,0,0,NULL,NULL,,,,,,,,,,,,,,
LUBERSAC,9515981,0,0,NULL,NULL,,,,,,,,,,,,,,
LUBIE,9441984,0,0,NULL,NULL,,,,,,,,,,,,,,
LUCKY PG,9229013,0,0,NULL,NULL,,,,,,,,,,,,,,
LUCKY SEAMAN,9014406,0,0,NULL,NULL,,,,,,,,,,,,,,
LUCY OLDENDORFF,9032692,0,0,NULL,NULL,,,,,,,,,,,,,,
LUMEN N,9346437,0,0,NULL,NULL,,,,,,,,,,,,,,
LUNA,1010222,0,0,NULL,NULL,,,,,,,,,,,,,,
LUNA DEL MAR,7385992,0,0,NULL,NULL,,,,,,,,,,,,,,
LUNDENES ,7228429,0,0,NULL,NULL,,,,,,,,,,,,,,
LUPIGAS,8012114,0,0,NULL,NULL,,,,,,,,,,,,,,
LUPUS,7432123,0,0,NULL,NULL,,,,,,,,,,,,,,
LUTETIA,9246695,0,0,VOS0000038998,8/12/2020 4:30,,,,,,,,,,,,,,
LYCIAN,9367231,0,0,NULL,NULL,,,,,,,,,,,,,,
LYKES OSPREY,8303147,0,0,NULL,NULL,,,,,,,,,,,,,,
LYME BAY,9240768,0,0,NULL,NULL,,,,,,,,,,,,,,
LYNX,9388223,0,0,NULL,NULL,,,,,,,,,,,,,,
LYRA LEADER,9284752,0,0,NULL,NULL,,,,,,,,,,,,,,
LYS,7820980,0,0,NULL,NULL,,,,,,,,,,,,,,
MAASDIEP,9147124,0,0,NULL,NULL,,,,,,,,,,,,,,
MAASTRADER,9308625,0,0,NULL,NULL,,,,,,,,,,,,,,
MACALLAN,9028146,0,0,NULL,NULL,,,,,,,,,,,,,,
MACCOA,9413913,0,0,NULL,NULL,,,,,,,,,,,,,,
MACIEJ RATAJ,8219322,0,0,NULL,NULL,,,,,,,,,,,,,,
MACONDO,9299109,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK ACHIEVER,9245902,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK CHRISTIANBRO,9116917,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK CLAIRE,9116905,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DABOU,9295402,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DALE,9232577,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DALTON,9005546,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DAMMAM,9252242,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DANVILLE,9295414,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DARLINGTON,9005558,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DARWIN,9103702,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DAYTON,9232589,0,0,VOS0000025203,5/31/2019 20:00,,,,,,,,,,,,,,
MAERSK DELANO,9079547,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DELMONT,9103037,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DENIA,9227297,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DERBY,9278117,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DERINCE,9301328,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DEVA,9278105,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DIADEMA,9252096,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DMA,9227326,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DOHA,9103685,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DRYDEN,9317925,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DUBROVNIK,8503058,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DUNBAR,9297840,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DUNCAN,9297852,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK DUNDEE,9103697,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK ELLIOT,9274678,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK ERIMO,9163556,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK FREMANTLE,9252802,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK GATESHEAD,9235543,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK GUERNSEY,9305312,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK HKG,9127784,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK IPANEMA,9105126,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK ITEA,9057496,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK JAIPUR,9343974,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK KARA,9374428,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK KATALIN,9431317,24463,11668,NULL,NULL,,,,,,,,,,,,,,
MAERSK MADRID,8808628,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK MALACCA,8904123,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK MEDITERRANEAN,9314911,0,0,VOS0000034772,3/5/2020 6:00,,,,,,,,,,,,,,
MAERSK MONTREAL,8803410,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK NANHAI,9306483,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK NARA,8308719,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK NAVIA,9306471,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK NEWARK,9239903,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK NOTTINGHAM,9275050,0,0,VOS0000038491,7/5/2020 20:00,,,,,,,,,,,,,,
MAERSK RHONE,9167148,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK SAN JUAN,9020352,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK TRIESTE,8300119,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK VALENCIA,9194878,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK VENICE,9242651,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK VILNIUS,9155391,0,0,NULL,NULL,,,,,,,,,,,,,,
MAERSK VOSHOD,9256377,0,0,NULL,NULL,,,,,,,,,,,,,,
MAESTRO LION,9189665,0,0,NULL,NULL,,,,,,,,,,,,,,
MAGDALENA GREEN,9232462,0,0,NULL,NULL,,,,,,,,,,,,,,
MAGELLAN ENDEAVOUR,9333280,0,0,NULL,NULL,,,,,,,,,,,,,,
MAGNATE,9320269,0,0,NULL,NULL,,,,,,,,,,,,,,
MAHA MARIE JOSE,8021335,0,0,NULL,NULL,,,,,,,,,,,,,,
MAINE DREAM,9520601,0,0,NULL,NULL,,,,,,,,,,,,,,
MAINE TRADER,9292151,54271,31250,VOS0000033466,1/29/2020 16:00,,,,,,,,,,,,,,
MAINPORT OAK,8213902,0,0,NULL,NULL,,,,,,,,,,,,,,
MAKITA,9450947,0,0,NULL,NULL,,,,,,,,,,,,,,
MALENA ,9375886,0,0,NULL,NULL,,,,,,,,,,,,,,
MALICIA,8000666,0,0,NULL,NULL,,,,,,,,,,,,,,
MALLIKA NAREE,8401793,0,0,NULL,NULL,,,,,,,,,,,,,,
MALLIKA NAREE I,9354739,0,0,NULL,NULL,,,,,,,,,,,,,,
MALTE B,9194854,0,0,NULL,NULL,,,,,,,,,,,,,,
MALTO BLOSSOM,9266176,0,0,NULL,NULL,,,,,,,,,,,,,,
MAMBA,9189706,0,0,NULL,NULL,,,,,,,,,,,,,,
MAMITSA,9121259,0,0,NULL,NULL,,,,,,,,,,,,,,
MANDO,9175705,0,0,NULL,NULL,,,,,,,,,,,,,,
MANIFA,9384198,0,0,NULL,NULL,,,,,,,,,,,,,,
MANIZALES,9567257,4851,2384,VOS0000029922,10/16/2019 6:00,,,,,,,,,,,,,,
MANUELA BOTTIGLIERI,9239472,0,0,NULL,NULL,,,,,,,,,,,,,,
MANUELA SAENZ,9117492,0,0,NULL,NULL,,,,,,,,,,,,,,
MANZANARES,9331804,0,0,NULL,NULL,,,,,,,,,,,,,,
MAPLE GLORY,9587180,0,0,NULL,NULL,,,,,,,,,,,,,,
MAPLE GROVE ,9350070,0,0,NULL,NULL,,,,,,,,,,,,,,
MAPLE RUBY,9563421,0,0,NULL,NULL,,,,,,,,,,,,,,
MAR,9586447,0,0,NULL,NULL,,,,,,,,,,,,,,
MAR DEL SUR,7811549,0,0,NULL,NULL,,,,,,,,,,,,,,
MAR ROCIO,9200146,0,0,NULL,NULL,,,,,,,,,,,,,,
MARABOU,8610916,0,0,NULL,NULL,,,,,,,,,,,,,,
MARAKI,9104158,0,0,NULL,NULL,,,,,,,,,,,,,,
MARATHA PARAMOUNT,9561344,0,0,NULL,NULL,,,,,,,,,,,,,,
MARAVELLO,7710264,0,0,NULL,NULL,,,,,,,,,,,,,,
MARCAVIANA,9184249,0,0,NULL,NULL,,,,,,,,,,,,,,
MARCELA LADY,9258412,0,0,NULL,NULL,,,,,,,,,,,,,,
MARE ATLANTICUM,9213272,0,0,NULL,NULL,,,,,,,,,,,,,,
MARE BRITANNICUM,9235074,0,0,NULL,NULL,,,,,,,,,,,,,,
MARE CARIBBEAN,9276004,0,0,NULL,NULL,,,,,,,,,,,,,,
MARE CARIBICUM,9235086,0,0,NULL,NULL,,,,,,,,,,,,,,
MARE PHOENICIUM,9193226,0,0,NULL,NULL,,,,,,,,,,,,,,
MAREIKE,9130901,0,0,NULL,NULL,,,,,,,,,,,,,,
MAREMAR,9165293,0,0,NULL,NULL,,,,,,,,,,,,,,
MARFRET DOUCE FRA,9292448,0,0,NULL,NULL,,,,,,,,,,,,,,
MARFRET SORMIOU,9231157,0,0,NULL,NULL,,,,,,,,,,,,,,
MARGARITA II,8611099,0,0,NULL,NULL,,,,,,,,,,,,,,
MARGRETE C,9258234,0,0,NULL,NULL,,,,,,,,,,,,,,
MARGRIT RICKMERS,9287924,0,0,NULL,NULL,,,,,,,,,,,,,,
MARGUERITE,9106443,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIA G.O.,9511428,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIA JOSE,7116406,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIA OLDENDORFF I,9317705,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIANA,9571595,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIANNE SCHULTE,9215907,0,0,NULL,NULL,,,,,,,,,,,,,,
MARILIA,8115203,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIMBA,8301199,0,0,NULL,NULL,,,,,,,,,,,,,,
MARINA I,9369095,0,0,NULL,NULL,,,,,,,,,,,,,,
MARINE PHOENIX,9072824,0,0,NULL,NULL,,,,,,,,,,,,,,
MARINER,8405232,0,0,NULL,NULL,,,,,,,,,,,,,,
MARINER OF THE SEAS,9227510,0,0,NULL,NULL,,,,,,,,,,,,,,
MARINOULA,9171345,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIOS G ,9418121,0,0,NULL,NULL,,,,,,,,,,,,,,
MARITIME GISELA,9221011,0,0,NULL,NULL,,,,,,,,,,,,,,
MARITIME LAPIS,8921420,0,0,NULL,NULL,,,,,,,,,,,,,,
MARITIME SUZANNE,9221023,0,0,NULL,NULL,,,,,,,,,,,,,,
MARITIME UNITY,9403140,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIUPOL,7533123,0,0,NULL,NULL,,,,,,,,,,,,,,
MARIVIA,9228576,23652,10807,NULL,NULL,,,,,,,,,,,,,,
MARK-C,9243825,0,0,NULL,NULL,,,,,,,,,,,,,,
MARKOS I,9281566,0,0,NULL,NULL,,,,,,,,,,,,,,
MARLIN TOPAZ ,9421336,0,0,NULL,NULL,,,,,,,,,,,,,,
MARMARA SEA,8905933,0,0,NULL,NULL,,,,,,,,,,,,,,
MARONI,8002078,0,0,NULL,NULL,,,,,,,,,,,,,,
MARPESSA E,8207953,0,0,NULL,NULL,,,,,,,,,,,,,,
MARSELISBORG,9453793,0,0,NULL,NULL,,,,,,,,,,,,,,
MARTHA,9373333,0,0,NULL,NULL,,,,,,,,,,,,,,
MARTINA C,9610614,0,0,NULL,NULL,,,,,,,,,,,,,,
MARTORELL,9267675,0,0,NULL,NULL,,,,,,,,,,,,,,
MARUBA ASIA,9357121,0,0,VOS0000040255,8/16/2020 5:00,,,,,,,,,,,,,,
MARUBA CONFIDENCE,9202479,0,0,NULL,NULL,,,,,,,,,,,,,,
MARVELOUS ACE,9293519,59422,19152,VOS0000002728,6/26/2017 1:00,,,,,,,,,,,,,,
MARWA,9051583,0,0,NULL,NULL,,,,,,,,,,,,,,
MASCOT,7516577,0,0,NULL,NULL,,,,,,,,,,,,,,
MASTER,9138678,0,0,NULL,NULL,,,,,,,,,,,,,,
MATHAWEE NAREE,9145700,0,0,NULL,NULL,,,,,,,,,,,,,,
MATTHEOS I,9281554,0,0,NULL,NULL,,,,,,,,,,,,,,
MAURITZ,9171371,0,0,NULL,NULL,,,,,,,,,,,,,,
MAX CHAMPION,9330848,0,0,NULL,NULL,,,,,,,,,,,,,,
MAYA IV,9256016,0,0,NULL,NULL,,,,,,,,,,,,,,
MAZOWSZE,9386914,0,0,NULL,NULL,,,,,,,,,,,,,,
MAZURY,9285122,0,0,NULL,NULL,,,,,,,,,,,,,,
MCP GBR,9371957,0,0,NULL,NULL,,,,,,,,,,,,,,
MCP KYRENIA,9393503,0,0,NULL,NULL,,,,,,,,,,,,,,
MCP NICOSIA,9371933,0,0,NULL,NULL,,,,,,,,,,,,,,
MCT ALTAIR,9173082,0,0,NULL,NULL,,,,,,,,,,,,,,
MCT ARCTURUS,9173111,0,0,NULL,NULL,,,,,,,,,,,,,,
MCT BREITHORN,9298375,0,0,NULL,NULL,,,,,,,,,,,,,,
MED CLIPPER,7820526,0,0,NULL,NULL,,,,,,,,,,,,,,
MED SALVADOR,7519282,0,0,NULL,NULL,,,,,,,,,,,,,,
MEDIA LISBON,9340491,0,0,NULL,NULL,,,,,,,,,,,,,,
MEDITERRANEAN EXPRESS ,8408856,0,0,NULL,NULL,,,,,,,,,,,,,,
MEDITERRANEAN HIGHWAY I,9250220,0,0,NULL,NULL,,,,,,,,,,,,,,
MEDOUSA,7505190,0,0,NULL,NULL,,,,,,,,,,,,,,
MEDUSA,7530389,0,0,NULL,NULL,,,,,,,,,,,,,,
MEGACORE HONAMI,9456070,23225,9625,VOS0000036096,4/10/2020 22:00,,,,,,,,,,,,,,
MEGAN C,9463578,0,0,NULL,NULL,,,,,,,,,,,,,,
MEGANISI,9286023,0,0,NULL,NULL,,,,,,,,,,,,,,
MEKONG RIVER,9378931,0,0,NULL,NULL,,,,,,,,,,,,,,
MELIDE,9192765,0,0,NULL,NULL,,,,,,,,,,,,,,
MELINA I,7916636,0,0,NULL,NULL,,,,,,,,,,,,,,
MELODIA,9149407,0,0,NULL,NULL,,,,,,,,,,,,,,
MENG HAI,8324191,0,0,NULL,NULL,,,,,,,,,,,,,,
MENTOR,8111271,0,0,NULL,NULL,,,,,,,,,,,,,,
MENTOR I,9340374,0,0,NULL,NULL,,,,,,,,,,,,,,
MERAK S,7917123,0,0,NULL,NULL,,,,,,,,,,,,,,
MERAK STAR,8124761,0,0,NULL,NULL,,,,,,,,,,,,,,
MERATUS PROJECT 1,9197014,0,0,NULL,NULL,,,,,,,,,,,,,,
MERCHANT,7516632,0,0,NULL,NULL,,,,,,,,,,,,,,
MERCOSUL PALOMETA,9046227,0,0,NULL,NULL,,,,,,,,,,,,,,
MERCS JAFFNA,9431331,15636,6715,VOS0000001575,NULL,,,,,,,,,,,,,,
MERCURY LEADER,9392353,0,0,NULL,NULL,,,,,,,,,,,,,,
MEREDA,9484510,0,0,NULL,NULL,,,,,,,,,,,,,,
MERIDIAN ACE,9209518,0,0,NULL,NULL,,,,,,,,,,,,,,
MERIOM GLORY,9421324,0,0,NULL,NULL,,,,,,,,,,,,,,
MERIT,7516644,0,0,NULL,NULL,,,,,,,,,,,,,,
MERKUR SKY,9158977,0,0,NULL,NULL,,,,,,,,,,,,,,
METEOR,8411279,0,0,NULL,NULL,,,,,,,,,,,,,,
MEXICA,8410287,0,0,NULL,NULL,,,,,,,,,,,,,,
MIA-S,9456147,0,0,NULL,NULL,,,,,,,,,,,,,,
MICHAEL A,9056076,0,0,VOS0000032526,1/2/2020 0:00,,,,,,,,,,,,,,
MICHAEL J,9164421,0,0,NULL,NULL,,,,,,,,,,,,,,
MIDNIGHT CHIEF,8115722,0,0,NULL,NULL,,,,,,,,,,,,,,
MIGHTY SERVANT 3,8130899,0,0,NULL,NULL,,,,,,,,,,,,,,
MIGUEL G,7410917,0,0,NULL,NULL,,,,,,,,,,,,,,
MINANUR CEBI,9326304,11751,6377,VOS0000012879,6/2/2018 0:00,,,,,,,,,,,,,,
MINANUR CEBI I,9480564,0,0,VOS0000039038,7/11/2020 12:00,,,,,,,,,,,,,,
MINDAUGAS,8901016,0,0,NULL,NULL,,,,,,,,,,,,,,
MINDORA STAR,9441207,0,0,VOS0000008227,12/31/2017 14:00,,,,,,,,,,,,,,
MINERVA ALICE,9198290,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA ANNA,9298507,0,0,VOS0000003912,8/4/2017 5:00,,,,,,,,,,,,,,
MINERVA ANTONIA,9380398,0,0,VOS0000008206,1/4/2018 3:00,,,,,,,,,,,,,,
MINERVA CLARA,9297333,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA GEORGIA,9332157,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA GRACE,9305855,0,0,VOS0000020749,1/24/2019 4:00,,,,,,,,,,,,,,
MINERVA II,9210220,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA JOANNA,9380386,0,0,VOS0000025357,6/4/2019 10:00,,,,,,,,,,,,,,
MINERVA JOY,9363479,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA JULIE,9380831,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA OCEANIA,9380075,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA RITA,9305867,0,0,VOS0000029235,9/26/2019 8:00,,,,,,,,,,,,,,
MINERVA VASO,9318008,0,0,VOS0000027823,8/27/2019 6:00,,,,,,,,,,,,,,
MINERVA VIRGO,9307827,0,0,NULL,NULL,,,,,,,,,,,,,,
MINERVA ZEN,9410909,0,0,NULL,NULL,,,,,,,,,,,,,,
MIRA,7814151,0,0,NULL,NULL,,,,,,,,,,,,,,
MIRACULOUS ACE,9293521,0,0,VOS0000026351,7/6/2019 9:00,,,,,,,,,,,,,,
MIRAMARIN,9409182,0,0,NULL,NULL,,,,,,,,,,,,,,
